dd,day_hour,num_records,num_sessions,num_vins
2018-03-23,1,1612636,4363,3065
2018-03-23,2,1575893,4300,2948
2018-03-23,3,1527320,4129,2962
2018-03-23,4,1379680,3732,2765
2018-03-23,5,1472329,3891,2826
2018-03-23,6,1686083,4191,2962
2018-03-23,7,1899410,4411,3089
2018-03-23,8,1874348,4474,3167
2018-03-23,9,2037396,4573,3448
2018-03-23,10,1775117,3745,2996
2018-03-23,11,1287451,2725,2241
2018-03-23,12,1092325,2464,2027
2018-03-23,13,1036841,2090,1748
2018-03-23,14,714518,1473,1243
2018-03-23,15,420715,953,806
2018-03-23,16,245942,607,538
2018-03-23,17,134989,397,346
2018-03-23,18,87107,206,178
2018-03-23,19,56949,152,128
2018-03-23,20,42016,134,103
2018-03-23,21,102712,231,183
2018-03-23,22,235900,625,476
2018-03-23,23,639074,1721,1281
2018-03-24,0,1304329,3271,2376
2018-03-24,1,1585238,4253,2951
2018-03-24,2,1766046,4418,3080
2018-03-24,3,1680548,4205,3055
2018-03-24,4,1415368,3685,2749
2018-03-24,5,1574192,3826,2846
2018-03-24,6,1864760,4096,2991
2018-03-24,7,1822530,4046,2877
2018-03-24,8,1785511,4075,2933
2018-03-24,9,1804901,4146,3091
2018-03-24,10,1487131,3334,2660
2018-03-24,11,1060994,2464,2019
2018-03-24,12,979305,2271,1897
2018-03-24,13,913142,1925,1609
2018-03-24,14,571519,1361,1158
2018-03-24,15,391115,805,706
2018-03-24,16,252007,552,477
2018-03-24,17,90845,307,264
2018-03-24,18,72552,201,174
2018-03-24,19,42765,114,99
2018-03-24,20,27783,79,68
2018-03-24,21,54592,135,107
2018-03-24,22,164001,412,329
2018-03-24,23,446781,1248,953
2018-03-25,0,934505,2614,1924
2018-03-25,1,1394126,3679,2606
2018-03-25,2,1807519,4111,2871
2018-03-25,3,1655141,3909,2860
2018-03-25,4,1323401,3536,2644
2018-03-25,5,1622034,3636,2745
2018-03-25,6,1898363,3911,2834
2018-03-25,7,1806585,3861,2831
2018-03-25,8,1840307,3947,2909
2018-03-25,9,1790432,3970,3014
2018-03-25,10,1452010,3389,2654
2018-03-25,11,1137259,2580,2127
2018-03-25,12,1014758,2343,1941
2018-03-25,13,868869,1921,1628
2018-03-25,14,515307,1263,1080
2018-03-25,15,312708,817,699
2018-03-25,16,189628,525,453
2018-03-25,17,106795,304,261
2018-03-25,18,79868,168,142
2018-03-25,19,39705,108,89
2018-03-25,20,50761,88,73
2018-03-25,21,84664,138,122
2018-03-25,22,236918,675,579
2018-03-25,23,910197,2295,1812
2018-03-26,0,1464135,3996,2931
2018-03-26,1,1683945,4622,3230
2018-03-26,2,1549507,4406,3012
2018-03-26,3,1431788,4174,2962
2018-03-26,4,1273429,3727,2766
2018-03-26,5,1491628,3898,2842
2018-03-26,6,1768722,4285,3038
2018-03-26,7,1773703,4334,3024
2018-03-26,8,1815842,4403,3111
2018-03-26,9,1788732,4325,3265
2018-03-26,10,1552544,3735,2954
2018-03-26,11,1009386,2635,2153
2018-03-26,12,922745,2365,1969
2018-03-26,13,827361,1948,1614
2018-03-26,14,526480,1263,1086
2018-03-26,15,336572,819,701
2018-03-26,16,179590,527,467
2018-03-26,17,150996,297,265
2018-03-26,18,90153,196,171
2018-03-26,19,42027,99,90
2018-03-26,20,28762,70,61
2018-03-26,21,45568,120,104
2018-03-26,22,247412,630,537
2018-03-26,23,856748,2251,1777
2018-03-27,0,1430989,4000,2933
2018-03-27,1,1773814,4729,3296
2018-03-27,2,1682742,4572,3094
2018-03-27,3,1587297,4174,2994
2018-03-27,4,1226526,3653,2717
2018-03-27,5,1526009,3936,2867
2018-03-27,6,1769684,4276,3042
2018-03-27,7,1826890,4327,3064
2018-03-27,8,1828554,4563,3187
2018-03-27,9,1898024,4522,3396
2018-03-27,10,1522284,3816,3030
2018-03-27,11,1098382,2729,2236
2018-03-27,12,1034992,2456,2029
2018-03-27,13,899538,2100,1741
2018-03-27,14,593637,1357,1151
2018-03-27,15,339919,893,775
2018-03-27,16,207429,587,498
2018-03-27,17,115325,307,267
2018-03-27,18,95318,184,153
2018-03-27,19,60174,113,88
2018-03-27,20,38198,94,77
2018-03-27,21,64835,170,136
2018-03-27,22,261963,751,605
2018-03-27,23,968898,2480,1890
2018-03-28,0,1531331,4329,3143
2018-03-28,1,1764906,4785,3329
2018-03-28,2,1711824,4571,3180
2018-03-28,3,1516763,4112,2999
2018-03-28,4,1319367,3711,2766
2018-03-28,5,1581198,3983,2970
2018-03-28,6,1777786,4278,3114
2018-03-28,7,1911777,4388,3090
2018-03-28,8,1846532,4454,3177
2018-03-28,9,1915318,4518,3395
2018-03-28,10,1647283,3721,2961
2018-03-28,11,1133896,2730,2239
2018-03-28,12,1019305,2508,2045
2018-03-28,13,926822,2092,1743
2018-03-28,14,532900,1394,1175
2018-03-28,15,464172,961,823
2018-03-28,16,250455,610,530
2018-03-28,17,121697,324,290
2018-03-28,18,71936,190,170
2018-03-28,19,39618,114,96
2018-03-28,20,29642,79,71
2018-03-28,21,51504,135,118
2018-03-28,22,233525,685,577
2018-03-28,23,901553,2377,1839
2018-03-29,0,1567395,4176,3029
2018-03-29,1,1776917,4761,3289
2018-03-29,2,1604767,4374,3081
2018-03-29,3,1441898,4235,3024
2018-03-29,4,1292982,3838,2875
2018-03-29,5,1518803,3978,2949
2018-03-29,6,1807120,4246,3065
2018-03-29,7,1694294,4412,3104
2018-03-29,8,1857766,4487,3196
2018-03-29,9,1957871,4525,3452
2018-03-29,10,1530046,3742,3030
2018-03-29,11,1085249,2780,2262
2018-03-29,12,1073621,2449,2044
2018-03-29,13,859916,2002,1688
2018-03-29,14,674268,1457,1233
2018-03-29,15,423441,957,822
2018-03-29,16,208023,585,512
2018-03-29,17,103399,334,294
2018-03-29,18,75519,195,162
2018-03-29,19,53162,97,86
2018-03-29,20,28840,67,60
2018-03-29,21,55899,135,115
2018-03-29,22,221760,634,527
2018-03-29,23,936846,2356,1866
2018-03-30,0,1423019,4135,3003
2018-03-30,1,1730240,4773,3281
2018-03-30,2,1610117,4486,3095
2018-03-30,3,1530072,4396,3128
2018-03-30,4,1290180,3940,2904
2018-03-30,5,1518215,3988,2940
2018-03-30,6,1895264,4422,3171
2018-03-30,7,1858363,4443,3184
2018-03-30,8,1937471,4556,3264
2018-03-30,9,2026311,4632,3551
2018-03-30,10,1753313,3960,3181
2018-03-30,11,1248738,2959,2386
2018-03-30,12,1215799,2672,2183
2018-03-30,13,1001121,2227,1844
2018-03-30,14,656162,1569,1312
2018-03-30,15,461260,998,850
2018-03-30,16,263852,607,542
2018-03-30,17,189495,388,343
2018-03-30,18,113984,249,214
2018-03-30,19,55188,125,111
2018-03-30,20,38107,86,80
2018-03-30,21,57684,157,127
2018-03-30,22,220788,549,436
2018-03-30,23,536362,1671,1292
2018-03-31,0,1143850,3345,2395
2018-03-31,1,1626779,4222,3001
2018-03-31,2,1721435,4286,3021
2018-03-31,3,1714681,4191,3062
2018-03-31,4,1405055,3714,2803
2018-03-31,5,1691040,3888,2920
2018-03-31,6,1776130,4187,3066
2018-03-31,7,1817597,4214,3015
2018-03-31,8,1851544,4232,3068
2018-03-31,9,2012693,4269,3223
2018-03-31,10,1600660,3636,2906
2018-03-31,11,1107664,2676,2204
2018-03-31,12,1048667,2465,2042
2018-03-31,13,902361,2098,1760
2018-03-31,14,563979,1432,1216
2018-03-31,15,341776,872,759
2018-03-31,16,211234,629,548
2018-03-31,17,105368,369,322
2018-03-31,18,71897,217,190
2018-03-31,19,41558,131,115
2018-03-31,20,31955,97,83
2018-03-31,21,72204,163,137
2018-03-31,22,175636,521,417
2018-03-31,23,561137,1591,1209
2018-04-01,0,1058542,3133,2225
2018-04-01,1,1612661,4259,2932
2018-04-01,2,1716344,4452,3073
2018-04-01,3,1625034,4194,3037
2018-04-01,4,1395103,3678,2773
2018-04-01,5,1608405,3868,2950
2018-04-01,6,1961757,4096,3084
2018-04-01,7,1932696,4139,3015
2018-04-01,8,1810446,4080,2999
2018-04-01,9,1729881,4200,3166
2018-04-01,10,1496703,3519,2815
2018-04-01,11,1060425,2676,2208
2018-04-01,12,1051743,2465,2048
2018-04-01,13,847682,1994,1635
2018-04-01,14,820843,1341,1159
2018-04-01,15,308484,838,732
2018-04-01,16,197279,535,469
2018-04-01,17,109902,319,277
2018-04-01,18,69954,188,162
2018-04-01,19,30855,97,83
2018-04-01,20,37096,70,65
2018-04-01,21,64073,148,130
2018-04-01,22,278516,786,646
2018-04-01,23,999308,2570,2025
2018-04-02,0,1669195,4402,3192
2018-04-02,1,1764303,4898,3385
2018-04-02,2,1582835,4564,3113
2018-04-02,3,1452248,4326,3057
2018-04-02,4,1224554,3765,2788
2018-04-02,5,1484522,3975,2875
2018-04-02,6,1672359,4381,3147
2018-04-02,7,1793279,4524,3133
2018-04-02,8,1837297,4648,3239
2018-04-02,9,1825161,4706,3473
2018-04-02,10,1652486,3892,3115
2018-04-02,11,1120483,2837,2338
2018-04-02,12,985151,2602,2130
2018-04-02,13,839193,2145,1765
2018-04-02,14,623035,1470,1215
2018-04-02,15,371628,983,837
2018-04-02,16,197033,593,511
2018-04-02,17,100765,329,292
2018-04-02,18,70590,191,164
2018-04-02,19,51396,130,112
2018-04-02,20,41501,92,79
2018-04-02,21,69647,173,147
2018-04-02,22,310380,829,677
2018-04-02,23,1103052,2723,2078
2018-04-03,0,1707138,4590,3266
2018-04-03,1,1923619,5096,3490
2018-04-03,2,1801585,4773,3269
2018-04-03,3,1619267,4429,3193
2018-04-03,4,1334790,3932,2925
2018-04-03,5,1603320,4108,3046
2018-04-03,6,1965096,4448,3185
2018-04-03,7,1829004,4564,3247
2018-04-03,8,1846937,4567,3300
2018-04-03,9,1924976,4713,3595
2018-04-03,10,1619932,3842,3080
2018-04-03,11,1109578,2894,2368
2018-04-03,12,1105847,2644,2178
2018-04-03,13,929918,2099,1714
2018-04-03,14,665796,1483,1229
2018-04-03,15,424228,996,845
2018-04-03,16,285196,639,557
2018-04-03,17,145903,394,339
2018-04-03,18,95847,224,196
2018-04-03,19,65067,123,107
2018-04-03,20,48527,99,86
2018-04-03,21,93002,173,140
2018-04-03,22,250349,724,601
2018-04-03,23,964839,2473,1915
2018-04-04,0,1529604,4211,3103
2018-04-04,1,1735120,4660,3283
2018-04-04,2,1707182,4449,3097
2018-04-04,3,1594332,4427,3152
2018-04-04,4,1367881,3971,2950
2018-04-04,5,1534487,4168,3042
2018-04-04,6,1849824,4274,3104
2018-04-04,7,2075878,4627,3260
2018-04-04,8,2135012,4700,3373
2018-04-04,9,2322722,4710,3605
2018-04-04,10,1887677,3783,3106
2018-04-04,11,1357744,2858,2342
2018-04-04,12,1147402,2536,2068
2018-04-04,13,957418,2108,1752
2018-04-04,14,731642,1552,1311
2018-04-04,15,418370,977,847
2018-04-04,16,276400,692,588
2018-04-04,17,187109,405,355
2018-04-04,18,120831,254,221
2018-04-04,19,100670,150,124
2018-04-04,20,60976,100,90
2018-04-04,21,104739,175,150
2018-04-04,22,231405,511,406
2018-04-04,23,555985,1419,1103
2018-04-05,0,1063860,2576,1910
2018-04-05,1,1471989,3403,2421
2018-04-05,2,1701499,3655,2651
2018-04-05,3,1449293,3424,2582
2018-04-05,4,1197246,3002,2338
2018-04-05,5,1416977,3197,2455
2018-04-05,6,1557953,3354,2536
2018-04-05,7,1499520,3225,2411
2018-04-05,8,1427679,3173,2383
2018-04-05,9,1468257,3278,2547
2018-04-05,10,1230664,2772,2244
2018-04-05,11,1072683,2170,1825
2018-04-05,12,884651,1994,1689
2018-04-05,13,692294,1545,1315
2018-04-05,14,487342,1033,885
2018-04-05,15,248012,694,605
2018-04-05,16,172994,489,424
2018-04-05,17,100849,351,299
2018-04-05,18,69777,181,151
2018-04-05,19,37723,119,101
2018-04-05,20,30208,80,68
2018-04-05,21,45714,104,90
2018-04-05,22,136957,341,287
2018-04-05,23,395778,1138,924
2018-04-06,0,841770,2487,1798
2018-04-06,1,1353355,3528,2471
2018-04-06,2,1581504,3926,2714
2018-04-06,3,1454283,3820,2766
2018-04-06,4,1252142,3268,2454
2018-04-06,5,1472829,3506,2615
2018-04-06,6,1716125,3735,2741
2018-04-06,7,1616376,3757,2698
2018-04-06,8,1657382,3736,2675
2018-04-06,9,1561606,3899,2921
2018-04-06,10,1347155,3159,2560
2018-04-06,11,1040263,2421,1995
2018-04-06,12,1094220,2244,1898
2018-04-06,13,889277,1806,1543
2018-04-06,14,482475,1234,1053
2018-04-06,15,344823,810,693
2018-04-06,16,204378,577,510
2018-04-06,17,159865,354,304
2018-04-06,18,98949,214,179
2018-04-06,19,52154,122,105
2018-04-06,20,40499,103,88
2018-04-06,21,86773,175,151
2018-04-06,22,196222,509,405
2018-04-06,23,516337,1459,1095
2018-04-07,0,1000237,2843,1995
2018-04-07,1,1541668,3860,2711
2018-04-07,2,1573283,4148,2832
2018-04-07,3,1521710,3972,2899
2018-04-07,4,1301941,3589,2644
2018-04-07,5,1534342,3743,2785
2018-04-07,6,1913448,3918,2894
2018-04-07,7,1763215,3899,2833
2018-04-07,8,1836617,4008,2900
2018-04-07,9,1893938,4086,3089
2018-04-07,10,1383657,3443,2717
2018-04-07,11,972456,2478,2031
2018-04-07,12,1008058,2278,1876
2018-04-07,13,762301,1774,1517
2018-04-07,14,415691,1179,1015
2018-04-07,15,322001,778,681
2018-04-07,16,193244,522,448
2018-04-07,17,93906,291,250
2018-04-07,18,77436,201,179
2018-04-07,19,39149,95,86
2018-04-07,20,30491,63,56
2018-04-07,21,46360,122,110
2018-04-07,22,219071,673,571
2018-04-07,23,893959,2306,1819
2018-04-08,0,1372342,3967,2871
2018-04-08,1,1666202,4645,3154
2018-04-08,2,1540047,4519,3072
2018-04-08,3,1371969,4248,3023
2018-04-08,4,1327064,3719,2715
2018-04-08,5,1428862,3908,2870
2018-04-08,6,1695671,4120,2950
2018-04-08,7,1678807,4104,2905
2018-04-08,8,1606388,4282,3027
2018-04-08,9,1779105,4454,3300
2018-04-08,10,1474830,3702,2956
2018-04-08,11,1019518,2611,2153
2018-04-08,12,1009541,2285,1897
2018-04-08,13,700952,1866,1565
2018-04-08,14,544598,1297,1105
2018-04-08,15,320297,817,715
2018-04-08,16,173593,518,446
2018-04-08,17,131530,329,279
2018-04-08,18,61253,188,162
2018-04-08,19,43953,89,79
2018-04-08,20,45034,75,63
2018-04-08,21,43010,138,120
2018-04-08,22,216947,675,559
2018-04-08,23,854207,2351,1836
2018-04-09,0,1373821,4008,2952
2018-04-09,1,1574014,4616,3203
2018-04-09,2,1515850,4327,2990
2018-04-09,3,1348203,4046,2932
2018-04-09,4,1182286,3597,2676
2018-04-09,5,1441849,3735,2754
2018-04-09,6,1610733,4133,2954
2018-04-09,7,1557986,4111,2946
2018-04-09,8,1655423,4221,2995
2018-04-09,9,1751332,4383,3325
2018-04-09,10,1418917,3653,2934
2018-04-09,11,932867,2596,2109
2018-04-09,12,858408,2419,1987
2018-04-09,13,824896,1922,1637
2018-04-09,14,502556,1298,1113
2018-04-09,15,324140,787,676
2018-04-09,16,206829,555,491
2018-04-09,17,106094,317,279
2018-04-09,18,71661,190,170
2018-04-09,19,26864,105,96
2018-04-09,20,25112,74,70
2018-04-09,21,43631,134,121
2018-04-09,22,192018,676,552
2018-04-09,23,811100,2354,1810
2018-04-10,0,1374191,4068,2935
2018-04-10,1,1571340,4594,3190
2018-04-10,2,1525828,4215,2934
2018-04-10,3,1405937,4034,2964
2018-04-10,4,1154337,3508,2646
2018-04-10,5,1331126,3605,2670
2018-04-10,6,1556012,3838,2870
2018-04-10,7,1629877,4103,2936
2018-04-10,8,1640108,4140,2963
2018-04-10,9,1743524,4192,3191
2018-04-10,10,1390868,3592,2909
2018-04-10,11,1038141,2545,2107
2018-04-10,12,928797,2355,1969
2018-04-10,13,678595,1980,1661
2018-04-10,14,550236,1368,1170
2018-04-10,15,351027,883,751
2018-04-10,16,211144,578,497
2018-04-10,17,144436,334,291
2018-04-10,18,56901,196,168
2018-04-10,19,54387,121,106
2018-04-10,20,42748,100,84
2018-04-10,21,65908,182,146
2018-04-10,22,267430,746,617
2018-04-10,23,942590,2365,1858
2018-04-11,0,1362485,4065,2938
2018-04-11,1,1669282,4597,3186
2018-04-11,2,1513122,4352,2981
2018-04-11,3,1345239,3961,2882
2018-04-11,4,1131311,3543,2645
2018-04-11,5,1364946,3668,2719
2018-04-11,6,1528750,3967,2882
2018-04-11,7,1497241,4103,2908
2018-04-11,8,1736571,4248,3020
2018-04-11,9,1716140,4403,3356
2018-04-11,10,1517564,3605,2922
2018-04-11,11,989755,2563,2134
2018-04-11,12,965877,2406,1981
2018-04-11,13,806525,1942,1639
2018-04-11,14,501032,1395,1166
2018-04-11,15,347601,913,797
2018-04-11,16,195716,579,496
2018-04-11,17,130120,358,304
2018-04-11,18,60262,177,151
2018-04-11,19,28145,97,84
2018-04-11,20,17879,77,67
2018-04-11,21,48151,143,124
2018-04-11,22,214315,645,527
2018-04-11,23,817758,2257,1750
2018-04-12,0,1377470,3906,2868
2018-04-12,1,1487615,4348,3100
2018-04-12,2,1456707,4164,2881
2018-04-12,3,1459189,3970,2869
2018-04-12,4,1248134,3379,2576
2018-04-12,5,1415486,3604,2724
2018-04-12,6,1658790,4034,2890
2018-04-12,7,1581959,4139,2966
2018-04-12,8,1658686,4145,3014
2018-04-12,9,1683124,4157,3224
2018-04-12,10,1433787,3546,2865
2018-04-12,11,896488,2508,2075
2018-04-12,12,905375,2267,1877
2018-04-12,13,789748,1824,1544
2018-04-12,14,527610,1317,1143
2018-04-12,15,321567,829,714
2018-04-12,16,189279,563,483
2018-04-12,17,111507,352,304
2018-04-12,18,83783,188,161
2018-04-12,19,60507,102,95
2018-04-12,20,27838,80,76
2018-04-12,21,69557,125,108
2018-04-12,22,191463,550,476
2018-04-12,23,757384,2076,1642
2018-04-13,0,1349553,3651,2770
2018-04-13,1,1542795,4262,3053
2018-04-13,2,1382621,3951,2806
2018-04-13,3,1434425,3784,2775
2018-04-13,4,1185575,3488,2659
2018-04-13,5,1382096,3663,2777
2018-04-13,6,1680179,3902,2888
2018-04-13,7,1665083,4054,2929
2018-04-13,8,1734888,4172,3068
2018-04-13,9,1935202,4217,3333
2018-04-13,10,1547352,3525,2851
2018-04-13,11,1067281,2562,2136
2018-04-13,12,997966,2329,1960
2018-04-13,13,933628,2018,1710
2018-04-13,14,607084,1396,1189
2018-04-13,15,367240,938,805
2018-04-13,16,241350,667,584
2018-04-13,17,128858,385,327
2018-04-13,18,91564,234,202
2018-04-13,19,60415,154,127
2018-04-13,20,53828,128,98
2018-04-13,21,91604,190,153
2018-04-13,22,177111,494,396
2018-04-13,23,472578,1449,1142
2018-04-14,0,1026133,2908,2155
2018-04-14,1,1535768,4022,2855
2018-04-14,2,1692264,4204,2950
2018-04-14,3,1534639,4082,2968
2018-04-14,4,1291853,3585,2694
2018-04-14,5,1474724,3749,2813
2018-04-14,6,1714320,3934,2872
2018-04-14,7,1535520,3829,2782
2018-04-14,8,1524022,3789,2747
2018-04-14,9,1595661,3889,3012
2018-04-14,10,1381958,3278,2649
2018-04-14,11,1026655,2438,2034
2018-04-14,12,1005909,2322,1922
2018-04-14,13,863623,1909,1616
2018-04-14,14,508023,1337,1147
2018-04-14,15,312132,918,802
2018-04-14,16,196279,587,515
2018-04-14,17,121220,364,315
2018-04-14,18,95289,201,176
2018-04-14,19,37329,110,98
2018-04-14,20,22574,79,68
2018-04-14,21,43556,149,128
2018-04-14,22,157816,477,379
2018-04-14,23,446508,1484,1094
2018-04-15,0,977173,2924,2061
2018-04-15,1,1354747,3947,2724
2018-04-15,2,1500327,4047,2826
2018-04-15,3,1364104,3985,2907
2018-04-15,4,1212633,3523,2631
2018-04-15,5,1435045,3798,2826
2018-04-15,6,1641772,3925,2925
2018-04-15,7,1628831,3936,2842
2018-04-15,8,1698135,4011,2865
2018-04-15,9,1681062,4025,3068
2018-04-15,10,1442108,3412,2671
2018-04-15,11,1111917,2595,2110
2018-04-15,12,918307,2308,1896
2018-04-15,13,805041,1940,1644
2018-04-15,14,487311,1263,1090
2018-04-15,15,292628,819,708
2018-04-15,16,239460,520,445
2018-04-15,17,93017,281,254
2018-04-15,18,55431,157,142
2018-04-15,19,32006,97,82
2018-04-15,20,20132,59,54
2018-04-15,21,48254,155,131
2018-04-15,22,211393,723,612
2018-04-15,23,937745,2473,1950
2018-04-16,0,1421978,4163,3047
2018-04-16,1,1607907,4721,3277
2018-04-16,2,1591696,4606,3147
2018-04-16,3,1469620,4348,3079
2018-04-16,4,1220269,3776,2808
2018-04-16,5,1364245,3864,2881
2018-04-16,6,1659784,4290,3076
2018-04-16,7,1676385,4291,3033
2018-04-16,8,1680867,4335,3096
2018-04-16,9,1780919,4399,3352
2018-04-16,10,1473007,3685,2957
2018-04-16,11,961764,2653,2181
2018-04-16,12,915374,2374,1991
2018-04-16,13,824046,1973,1657
2018-04-16,14,613949,1417,1218
2018-04-16,15,367126,895,772
2018-04-16,16,246194,575,512
2018-04-16,17,121697,356,303
2018-04-16,18,65414,165,143
2018-04-16,19,34029,99,85
2018-04-16,20,33801,83,68
2018-04-16,21,62222,157,137
2018-04-16,22,229364,747,629
2018-04-16,23,829571,2455,1878
2018-04-17,0,1376234,4257,3031
2018-04-17,1,1588066,4827,3335
2018-04-17,2,1616303,4547,3131
2018-04-17,3,1457645,4399,3107
2018-04-17,4,1180064,3691,2738
2018-04-17,5,1403016,3923,2889
2018-04-17,6,1689263,4196,3029
2018-04-17,7,1687506,4264,3040
2018-04-17,8,1850163,4413,3140
2018-04-17,9,1716951,4532,3416
2018-04-17,10,1519653,3896,3087
2018-04-17,11,1179260,2776,2273
2018-04-17,12,979513,2478,2066
2018-04-17,13,874526,2115,1764
2018-04-17,14,579175,1475,1265
2018-04-17,15,313465,884,772
2018-04-17,16,187152,569,502
2018-04-17,17,107952,341,297
2018-04-17,18,50996,194,167
2018-04-17,19,27371,100,91
2018-04-17,20,29892,79,68
2018-04-17,21,48772,177,145
2018-04-17,22,258274,798,650
2018-04-17,23,946005,2458,1875
2018-04-18,0,1473364,4189,3037
2018-04-18,1,1570822,4690,3211
2018-04-18,2,1526951,4316,3020
2018-04-18,3,1427806,4252,3037
2018-04-18,4,1162054,3583,2676
2018-04-18,5,1392853,3817,2864
2018-04-18,6,1662005,4101,3027
2018-04-18,7,1774371,4226,3036
2018-04-18,8,1668115,4392,3155
2018-04-18,9,1733505,4422,3389
2018-04-18,10,1416385,3779,3034
2018-04-18,11,990446,2694,2193
2018-04-18,12,1025421,2462,2025
2018-04-18,13,842259,2118,1764
2018-04-18,14,585615,1449,1226
2018-04-18,15,332942,894,779
2018-04-18,16,199182,582,496
2018-04-18,17,107297,338,288
2018-04-18,18,66799,202,179
2018-04-18,19,56160,131,113
2018-04-18,20,37642,109,95
2018-04-18,21,55830,175,144
2018-04-18,22,251155,707,594
2018-04-18,23,889922,2437,1869
2018-04-19,0,1311140,4112,2994
2018-04-19,1,1614173,4628,3231
2018-04-19,2,1527380,4330,3020
2018-04-19,3,1403284,4043,2972
2018-04-19,4,1147912,3495,2672
2018-04-19,5,1372131,3659,2770
2018-04-19,6,1616502,4037,2981
2018-04-19,7,1590937,4155,2988
2018-04-19,8,1667513,4244,3097
2018-04-19,9,1683875,4380,3359
2018-04-19,10,1360622,3734,2993
2018-04-19,11,963698,2704,2186
2018-04-19,12,929461,2450,2044
2018-04-19,13,833626,2116,1746
2018-04-19,14,566287,1405,1203
2018-04-19,15,403703,916,797
2018-04-19,16,218684,613,522
2018-04-19,17,122259,338,292
2018-04-19,18,89648,211,181
2018-04-19,19,46296,138,120
2018-04-19,20,29369,89,80
2018-04-19,21,67242,190,162
2018-04-19,22,248044,779,614
2018-04-19,23,782747,2360,1844
2018-04-20,0,1395566,4177,2997
2018-04-20,1,1583898,4669,3257
2018-04-20,2,1528017,4499,3106
2018-04-20,3,1450960,4219,3068
2018-04-20,4,1208297,3728,2803
2018-04-20,5,1471479,3871,2887
2018-04-20,6,1744764,4242,3117
2018-04-20,7,1788383,4374,3167
2018-04-20,8,1818547,4608,3317
2018-04-20,9,1962135,4652,3566
2018-04-20,10,1573086,3860,3124
2018-04-20,11,1206472,2877,2356
2018-04-20,12,1151669,2686,2205
2018-04-20,13,1011838,2301,1909
2018-04-20,14,587563,1563,1343
2018-04-20,15,402972,1073,917
2018-04-20,16,241416,739,622
2018-04-20,17,139919,438,383
2018-04-20,18,98594,246,207
2018-04-20,19,60145,168,147
2018-04-20,20,62253,155,124
2018-04-20,21,144793,323,249
2018-04-20,22,262978,769,581
2018-04-20,23,562012,1783,1348
2018-04-21,0,1076905,3184,2342
2018-04-21,1,1460836,4051,2856
2018-04-21,2,1592757,4034,2964
2018-04-21,3,1513242,3950,2987
2018-04-21,4,1155626,3427,2661
2018-04-21,5,1418386,3516,2694
2018-04-21,6,1675773,3727,2822
2018-04-21,7,1541883,3629,2679
2018-04-21,8,1550593,3645,2724
2018-04-21,9,1591594,3822,3019
2018-04-21,10,1405699,3262,2662
2018-04-21,11,942990,2508,2083
2018-04-21,12,917611,2270,1924
2018-04-21,13,887395,1980,1673
2018-04-21,14,602351,1406,1188
2018-04-21,15,345521,916,797
2018-04-21,16,252420,631,538
2018-04-21,17,138394,383,336
2018-04-21,18,72607,227,196
2018-04-21,19,35069,139,115
2018-04-21,20,29896,82,75
2018-04-21,21,67114,165,144
2018-04-21,22,197939,486,372
2018-04-21,23,440401,1295,996
2018-04-22,0,846441,2596,1924
2018-04-22,1,1341183,3526,2552
2018-04-22,2,1497750,3787,2708
2018-04-22,3,1392120,3711,2792
2018-04-22,4,1198931,3318,2591
2018-04-22,5,1369007,3530,2713
2018-04-22,6,1631320,3769,2821
2018-04-22,7,1649474,3773,2830
2018-04-22,8,1790834,3944,2915
2018-04-22,9,1595382,3924,3021
2018-04-22,10,1202982,3270,2625
2018-04-22,11,915016,2455,2066
2018-04-22,12,990316,2325,1940
2018-04-22,13,843490,1860,1562
2018-04-22,14,538349,1283,1099
2018-04-22,15,368270,853,733
2018-04-22,16,189259,546,470
2018-04-22,17,118642,345,285
2018-04-22,18,62147,187,165
2018-04-22,19,48724,138,119
2018-04-22,20,59980,155,125
2018-04-22,21,130699,296,237
2018-04-22,22,337008,929,751
2018-04-22,23,1019588,2708,2098
2018-04-23,0,1518187,4412,3277
2018-04-23,1,1685683,4881,3445
2018-04-23,2,1607773,4534,3104
2018-04-23,3,1399135,4303,3083
2018-04-23,4,1166999,3692,2760
2018-04-23,5,1386502,3884,2855
2018-04-23,6,1649309,4255,3075
2018-04-23,7,1634787,4182,3033
2018-04-23,8,1686062,4224,3070
2018-04-23,9,1594937,4324,3337
2018-04-23,10,1469032,3642,2945
2018-04-23,11,1019368,2627,2182
2018-04-23,12,878058,2390,1963
2018-04-23,13,757533,1955,1671
2018-04-23,14,518547,1388,1173
2018-04-23,15,325139,904,783
2018-04-23,16,220729,553,489
2018-04-23,17,106659,304,271
2018-04-23,18,69611,197,166
2018-04-23,19,39867,101,92
2018-04-23,20,27709,85,75
2018-04-23,21,47539,159,141
2018-04-23,22,218254,693,571
2018-04-23,23,823140,2329,1831
2018-04-24,0,1376506,4128,3025
2018-04-24,1,1659539,4664,3270
2018-04-24,2,1568634,4528,3129
2018-04-24,3,1426029,4291,3091
2018-04-24,4,1270921,3772,2811
2018-04-24,5,1352188,3946,2900
2018-04-24,6,1600167,4424,3161
2018-04-24,7,1666476,4431,3106
2018-04-24,8,1680612,4484,3198
2018-04-24,9,1643424,4583,3438
2018-04-24,10,1446919,3818,3113
2018-04-24,11,1055857,2888,2369
2018-04-24,12,989841,2510,2100
2018-04-24,13,910996,2195,1837
2018-04-24,14,594322,1485,1240
